0,20721653.0496471077
1000000000,20710271.3989537805
2000000000,20699324.3739959002
3000000000,20688811.3156211041
4000000000,20678727.8360601924
5000000000,20669070.8573955670
6000000000,20659837.7240320928
7000000000,20651025.6067776270
8000000000,20642635.8141236790
9000000000,20634659.6659193560
10000000000,22368367.3807732053
11000000000,22365043.8801664375
12000000000,22358944.6107696183
13000000000,22353222.5436300226
14000000000,22347873.3255189173
15000000000,22342895.1969117895
16000000000,22338297.3165771440
17000000000,22334070.7615089938
18000000000,22330220.2128435373
19000000000,22326749.1007575244
20000000000,22323650.7943263240
21000000000,22320933.1397311129
22000000000,22318593.9229729138
23000000000,20565672.8694956079
24000000000,20563732.1027717032
25000000000,20562183.4523423649
26000000000,20561026.5135998838
27000000000,20560260.7395311110
28000000000,20559886.0748928674
29000000000,20559903.8230081014
